"Timestamp","uid","time","name","target","info","state","version"
"2018/04/13 2:36:50 PM AST","OS_X-Chrome-5552962779826582","1523644611427","setupgame","[object HTMLDocument]","{""seed"":2}","#puzzle=0000023040010000&answer=3412100403202143&work=&seed=1&gentime=1523484045605&elapsed=1920141&size=2","A"
"2018/04/13 2:36:58 PM AST","OS_X-Chrome-5552962779826582","1523644618607","mousedown","div.sudoku-answer.nk3","{""which"":1,""pageX"":370,""pageY"":306}","#puzzle=3040000001030000&answer=&work=&seed=2&gentime=1523644611442&elapsed=0&size=2","A"
"2018/04/13 2:36:59 PM AST","OS_X-Chrome-5552962779826582","1523644620049","mousedown","div#sn13.sudoku-answer","{""which"":1,""pageX"":618,""pageY"":386}","#puzzle=3040000001030000&answer=&work=&seed=2&gentime=1523644611442&elapsed=0&size=2","A"
"2018/04/13 2:37:03 PM AST","OS_X-Chrome-5552962779826582","1523644623665","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":362,""pageY"":339}","#puzzle=3040000001030000&answer=0000000000000300&work=&seed=2&gentime=1523644611442&elapsed=8609&size=2","A"
"2018/04/13 2:37:04 PM AST","OS_X-Chrome-5552962779826582","1523644624579","mousedown","div#sn15.sudoku-answer","{""which"":1,""pageX"":694,""pageY"":394}","#puzzle=3040000001030000&answer=0000000000000300&work=&seed=2&gentime=1523644611442&elapsed=8609&size=2","A"
"2018/04/13 2:37:11 PM AST","OS_X-Chrome-5552962779826582","1523644632384","mousedown","div.sudoku-answer.nk3","{""which"":1,""pageX"":385,""pageY"":307}","#puzzle=3040000001030000&answer=0000000000000304&work=&seed=2&gentime=1523644611442&elapsed=13140&size=2","A"
"2018/04/13 2:37:12 PM AST","OS_X-Chrome-5552962779826582","1523644633329","mousedown","div#sn6.sudoku-answer","{""which"":1,""pageX"":656,""pageY"":299}","#puzzle=3040000001030000&answer=0000000000000304&work=&seed=2&gentime=1523644611442&elapsed=13140&size=2","A"
"2018/04/13 2:37:23 PM AST","OS_X-Chrome-5552962779826582","1523644643727","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":384,""pageY"":340}","#puzzle=3040000001030000&answer=0000003000000304&work=&seed=2&gentime=1523644611442&elapsed=21890&size=2","A"
"2018/04/13 2:37:33 PM AST","OS_X-Chrome-5552962779826582","1523644654549","mousedown","div.sudoku-answer.nk1","{""which"":1,""pageX"":365,""pageY"":244}","#puzzle=3040000001030000&answer=0000003000000304&work=&seed=2&gentime=1523644611442&elapsed=21890&size=2","A"
"2018/04/13 2:37:34 PM AST","OS_X-Chrome-5552962779826582","1523644655302","mousedown","div#sn4.sudoku-answer","{""which"":1,""pageX"":542,""pageY"":277}","#puzzle=3040000001030000&answer=0000003000000304&work=&seed=2&gentime=1523644611442&elapsed=21890&size=2","A"
"2018/04/13 2:37:37 PM AST","OS_X-Chrome-5552962779826582","1523644658412","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":381,""pageY"":262}","#puzzle=3040000001030000&answer=0000103000000304&work=&seed=2&gentime=1523644611442&elapsed=43863&size=2","A"
"2018/04/13 2:37:39 PM AST","OS_X-Chrome-5552962779826582","1523644659705","mousedown","div#sn8.sudoku-answer","{""which"":1,""pageX"":579,""pageY"":353}","#puzzle=3040000001030000&answer=0000103000000304&work=&seed=2&gentime=1523644611442&elapsed=43863&size=2","A"
"2018/04/13 2:37:41 PM AST","OS_X-Chrome-5552962779826582","1523644661805","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":385,""pageY"":352}","#puzzle=3040000001030000&answer=0000103020000304&work=&seed=2&gentime=1523644611442&elapsed=48266&size=2","A"
"2018/04/13 2:37:41 PM AST","OS_X-Chrome-5552962779826582","1523644662415","mousedown","div#sn8.sudoku-answer","{""which"":1,""pageX"":549,""pageY"":355}","#puzzle=3040000001030000&answer=0000103020000304&work=&seed=2&gentime=1523644611442&elapsed=48266&size=2","A"
"2018/04/13 2:37:42 PM AST","OS_X-Chrome-5552962779826582","1523644663373","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":377,""pageY"":268}","#puzzle=3040000001030000&answer=0000103040000304&work=&seed=2&gentime=1523644611442&elapsed=50977&size=2","A"
"2018/04/13 2:37:43 PM AST","OS_X-Chrome-5552962779826582","1523644664141","mousedown","div#sn12.sudoku-answer","{""which"":1,""pageX"":564,""pageY"":407}","#puzzle=3040000001030000&answer=0000103040000304&work=&seed=2&gentime=1523644611442&elapsed=50977&size=2","A"
"2018/04/13 2:37:57 PM AST","OS_X-Chrome-5552962779826582","1523644678362","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":387,""pageY"":265}","#puzzle=3040000001030000&answer=0000103040002304&work=&seed=2&gentime=1523644611442&elapsed=52701&size=2","A"
"2018/04/13 2:37:58 PM AST","OS_X-Chrome-5552962779826582","1523644679144","mousedown","div#sn5.sudoku-answer","{""which"":1,""pageX"":612,""pageY"":296}","#puzzle=3040000001030000&answer=0000103040002304&work=&seed=2&gentime=1523644611442&elapsed=52701&size=2","A"
"2018/04/13 2:38:00 PM AST","OS_X-Chrome-5552962779826582","1523644680883","mousedown","div#sn5.sudoku-answer","{""which"":1,""pageX"":605,""pageY"":287}","#puzzle=3040000001030000&answer=0000123040002304&work=&seed=2&gentime=1523644611442&elapsed=67705&size=2","A"
"2018/04/13 2:38:01 PM AST","OS_X-Chrome-5552962779826582","1523644681835","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":378,""pageY"":259}","#puzzle=3040000001030000&answer=0000103040002304&work=&seed=2&gentime=1523644611442&elapsed=69443&size=2","A"
"2018/04/13 2:38:02 PM AST","OS_X-Chrome-5552962779826582","1523644683354","mousedown","div#sn1.sudoku-answer","{""which"":1,""pageX"":611,""pageY"":247}","#puzzle=3040000001030000&answer=0000103040002304&work=&seed=2&gentime=1523644611442&elapsed=69443&size=2","A"
"2018/04/13 2:38:03 PM AST","OS_X-Chrome-5552962779826582","1523644684056","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":379,""pageY"":350}","#puzzle=3040000001030000&answer=0200103040002304&work=&seed=2&gentime=1523644611442&elapsed=71914&size=2","A"
"2018/04/13 2:38:04 PM AST","OS_X-Chrome-5552962779826582","1523644684602","mousedown","div#sn5.sudoku-answer","{""which"":1,""pageX"":616,""pageY"":292}","#puzzle=3040000001030000&answer=0200103040002304&work=&seed=2&gentime=1523644611442&elapsed=71914&size=2","A"
"2018/04/13 2:38:05 PM AST","OS_X-Chrome-5552962779826582","1523644685993","mousedown","input#checkbutton","{""which"":1,""pageX"":600,""pageY"":442}","#puzzle=3040000001030000&answer=0200143040002304&work=&seed=2&gentime=1523644611442&elapsed=73163&size=2","A"
"2018/04/13 2:38:29 PM AST","OS_X-Chrome-5552962779826582","1523644710073","mousedown","td#nk1.numberkey-cell","{""which"":1,""pageX"":393,""pageY"":234}","#puzzle=3040000001030000&answer=0200143040002304&work=&seed=2&gentime=1523644611442&elapsed=73163&size=2","A"
"2018/04/13 2:38:30 PM AST","OS_X-Chrome-5552962779826582","1523644710870","mousedown","div#sn3.sudoku-answer","{""which"":1,""pageX"":731,""pageY"":246}","#puzzle=3040000001030000&answer=0200143040002304&work=&seed=2&gentime=1523644611442&elapsed=73163&size=2","A"
"2018/04/13 2:38:30 PM AST","OS_X-Chrome-5552962779826582","1523644711554","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":375,""pageY"":282}","#puzzle=3040000001030000&answer=0201143040002304&work=&seed=2&gentime=1523644611442&elapsed=99431&size=2","A"
"2018/04/13 2:38:31 PM AST","OS_X-Chrome-5552962779826582","1523644712269","mousedown","div#sn7.sudoku-answer","{""which"":1,""pageX"":695,""pageY"":280}","#puzzle=3040000001030000&answer=0201143040002304&work=&seed=2&gentime=1523644611442&elapsed=99431&size=2","A"
"2018/04/13 2:38:33 PM AST","OS_X-Chrome-5552962779826582","1523644714263","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":372,""pageY"":278}","#puzzle=3040000001030000&answer=0201143240002304&work=&seed=2&gentime=1523644611442&elapsed=100829&size=2","A"
"2018/04/13 2:38:34 PM AST","OS_X-Chrome-5552962779826582","1523644715227","mousedown","div#sn10.sudoku-answer","{""which"":1,""pageX"":661,""pageY"":351}","#puzzle=3040000001030000&answer=0201143240002304&work=&seed=2&gentime=1523644611442&elapsed=100829&size=2","A"
"2018/04/13 2:38:35 PM AST","OS_X-Chrome-5552962779826582","1523644715892","mousedown","div.sudoku-answer.nk1","{""which"":1,""pageX"":368,""pageY"":219}","#puzzle=3040000001030000&answer=0201143240202304&work=&seed=2&gentime=1523644611442&elapsed=103789&size=2","A"
"2018/04/13 2:38:36 PM AST","OS_X-Chrome-5552962779826582","1523644716798","mousedown","div#sn14.sudoku-answer","{""which"":1,""pageX"":667,""pageY"":401}","#puzzle=3040000001030000&answer=0201143240202304&work=&seed=2&gentime=1523644611442&elapsed=103789&size=2","A"
"2018/04/13 2:38:36 PM AST","OS_X-Chrome-5552962779826582","1523644716800","victory","[object HTMLDocument]","{""elapsed"":105357,""seed"":""2""}","#puzzle=3040000001030000&answer=0201143240202304&work=&seed=2&gentime=1523644611442&elapsed=103789&size=2","A"
"2018/04/13 2:38:36 PM AST","OS_X-Chrome-5552962779826582","1523644717270","mousedown","input#checkbutton","{""which"":1,""pageX"":576,""pageY"":449}","#puzzle=3040000001030000&answer=0201143240202314&work=&seed=2&gentime=1523644611442&elapsed=105360&size=2","A"
"2018/04/13 2:38:38 PM AST","OS_X-Chrome-5552962779826582","1523644719312","mousedown","input#nextbutton","{""which"":1,""pageX"":721,""pageY"":442}","#puzzle=3040000001030000&answer=0201143240202314&work=&seed=2&gentime=1523644611442&elapsed=105360&size=2","A"
"2018/04/13 2:38:38 PM AST","OS_X-Chrome-5552962779826582","1523644719398","setupgame","[object HTMLDocument]","{""seed"":3}","#puzzle=3040000001030000&answer=0201143240202314&work=&seed=2&gentime=1523644611442&elapsed=105360&size=2","A"
"2018/04/13 2:38:42 PM AST","OS_X-Chrome-5552962779826582","1523644723509","mousedown","div.sudoku-answer.nk3","{""which"":1,""pageX"":377,""pageY"":305}","#puzzle=1300000000030400&answer=&work=&seed=3&gentime=1523644719401&elapsed=0&size=2","A"
"2018/04/13 2:38:43 PM AST","OS_X-Chrome-5552962779826582","1523644724234","mousedown","div#sn13.sudoku-given","{""which"":1,""pageX"":609,""pageY"":401}","#puzzle=1300000000030400&answer=&work=&seed=3&gentime=1523644719401&elapsed=0&size=2","A"
"2018/04/13 2:38:44 PM AST","OS_X-Chrome-5552962779826582","1523644725305","mousedown","div.sudoku-answer.nk3","{""which"":1,""pageX"":392,""pageY"":316}","#puzzle=1300000000030400&answer=&work=&seed=3&gentime=1523644719401&elapsed=0&size=2","A"
"2018/04/13 2:38:46 PM AST","OS_X-Chrome-5552962779826582","1523644726681","mousedown","div#sn12.sudoku-answer","{""which"":1,""pageX"":567,""pageY"":396}","#puzzle=1300000000030400&answer=&work=&seed=3&gentime=1523644719401&elapsed=0&size=2","A"
"2018/04/13 2:38:59 PM AST","OS_X-Chrome-5552962779826582","1523644740007","mousedown","div.sudoku-answer.nk3","{""which"":1,""pageX"":381,""pageY"":312}","#puzzle=1300000000030400&answer=0000000000003000&work=&seed=3&gentime=1523644719401&elapsed=7282&size=2","A"
"2018/04/13 2:39:00 PM AST","OS_X-Chrome-5552962779826582","1523644740786","mousedown","div#sn6.sudoku-answer","{""which"":1,""pageX"":661,""pageY"":287}","#puzzle=1300000000030400&answer=0000000000003000&work=&seed=3&gentime=1523644719401&elapsed=7282&size=2","A"
"2018/04/13 2:39:04 PM AST","OS_X-Chrome-5552962779826582","1523644745180","mousedown","div.sudoku-answer.nk1","{""which"":1,""pageX"":387,""pageY"":220}","#puzzle=1300000000030400&answer=0000003000003000&work=&seed=3&gentime=1523644719401&elapsed=21387&size=2","A"
"2018/04/13 2:39:05 PM AST","OS_X-Chrome-5552962779826582","1523644746040","mousedown","div#sn7.sudoku-answer","{""which"":1,""pageX"":703,""pageY"":274}","#puzzle=1300000000030400&answer=0000003000003000&work=&seed=3&gentime=1523644719401&elapsed=21387&size=2","A"
"2018/04/13 2:39:06 PM AST","OS_X-Chrome-5552962779826582","1523644746832","mousedown","input#checkbutton","{""which"":1,""pageX"":605,""pageY"":438}","#puzzle=1300000000030400&answer=0000003100003000&work=&seed=3&gentime=1523644719401&elapsed=26641&size=2","A"
"2018/04/13 2:39:09 PM AST","OS_X-Chrome-5552962779826582","1523644749604","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":374,""pageY"":277}","#puzzle=1300000000030400&answer=0000003100003000&work=&seed=3&gentime=1523644719401&elapsed=26641&size=2","A"
"2018/04/13 2:39:26 PM AST","OS_X-Chrome-5552962779826582","1523644767069","mousedown","div.sudoku-answer.nk1","{""which"":1,""pageX"":368,""pageY"":233}","#puzzle=1300000000030400&answer=0000003100003000&work=&seed=3&gentime=1523644719401&elapsed=26641&size=2","A"
"2018/04/13 2:39:27 PM AST","OS_X-Chrome-5552962779826582","1523644767816","mousedown","div#sn9.sudoku-answer","{""which"":1,""pageX"":600,""pageY"":334}","#puzzle=1300000000030400&answer=0000003100003000&work=&seed=3&gentime=1523644719401&elapsed=26641&size=2","A"
"2018/04/13 2:39:27 PM AST","OS_X-Chrome-5552962779826582","1523644768534","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":378,""pageY"":268}","#puzzle=1300000000030400&answer=0000003101003000&work=&seed=3&gentime=1523644719401&elapsed=48417&size=2","A"
"2018/04/13 2:39:28 PM AST","OS_X-Chrome-5552962779826582","1523644769471","mousedown","div#sn8.sudoku-answer","{""which"":1,""pageX"":575,""pageY"":349}","#puzzle=1300000000030400&answer=0000003101003000&work=&seed=3&gentime=1523644719401&elapsed=48417&size=2","A"
"2018/04/13 2:39:29 PM AST","OS_X-Chrome-5552962779826582","1523644770167","mousedown","td#nk2.numberkey-cell","{""which"":1,""pageX"":360,""pageY"":270}","#puzzle=1300000000030400&answer=0000003121003000&work=&seed=3&gentime=1523644719401&elapsed=50073&size=2","A"
"2018/04/13 2:39:32 PM AST","OS_X-Chrome-5552962779826582","1523644773217","mousedown","div#sn14.sudoku-answer","{""which"":1,""pageX"":661,""pageY"":401}","#puzzle=1300000000030400&answer=0000003121003000&work=&seed=3&gentime=1523644719401&elapsed=50073&size=2","A"
"2018/04/13 2:39:38 PM AST","OS_X-Chrome-5552962779826582","1523644779454","mousedown","div.sudoku-answer.nk1","{""which"":1,""pageX"":367,""pageY"":232}","#puzzle=1300000000030400&answer=0000003121003020&work=&seed=3&gentime=1523644719401&elapsed=53819&size=2","A"
"2018/04/13 2:39:41 PM AST","OS_X-Chrome-5552962779826582","1523644782214","mousedown","div#sn15.sudoku-answer","{""which"":1,""pageX"":728,""pageY"":398}","#puzzle=1300000000030400&answer=0000003121003020&work=&seed=3&gentime=1523644719401&elapsed=53819&size=2","A"
"2018/04/13 2:39:43 PM AST","OS_X-Chrome-5552962779826582","1523644783844","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":379,""pageY"":342}","#puzzle=1300000000030400&answer=0000003121003021&work=&seed=3&gentime=1523644719401&elapsed=62815&size=2","A"
"2018/04/13 2:39:44 PM AST","OS_X-Chrome-5552962779826582","1523644784961","mousedown","td.sudoku-border","{""which"":1,""pageX"":641,""pageY"":349}","#puzzle=1300000000030400&answer=0000003121003021&work=&seed=3&gentime=1523644719401&elapsed=62815&size=2","A"
"2018/04/13 2:39:45 PM AST","OS_X-Chrome-5552962779826582","1523644786026","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":381,""pageY"":349}","#puzzle=1300000000030400&answer=0000003121003021&work=&seed=3&gentime=1523644719401&elapsed=62815&size=2","A"
"2018/04/13 2:39:46 PM AST","OS_X-Chrome-5552962779826582","1523644786745","mousedown","div#sn10.sudoku-answer","{""which"":1,""pageX"":662,""pageY"":345}","#puzzle=1300000000030400&answer=0000003121003021&work=&seed=3&gentime=1523644719401&elapsed=62815&size=2","A"
"2018/04/13 2:39:50 PM AST","OS_X-Chrome-5552962779826582","1523644790667","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":368,""pageY"":343}","#puzzle=1300000000030400&answer=0000003121403021&work=&seed=3&gentime=1523644719401&elapsed=67347&size=2","A"
"2018/04/13 2:39:50 PM AST","OS_X-Chrome-5552962779826582","1523644791509","mousedown","div#sn3.sudoku-answer","{""which"":1,""pageX"":718,""pageY"":239}","#puzzle=1300000000030400&answer=0000003121403021&work=&seed=3&gentime=1523644719401&elapsed=67347&size=2","A"
"2018/04/13 2:39:51 PM AST","OS_X-Chrome-5552962779826582","1523644792220","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":372,""pageY"":276}","#puzzle=1300000000030400&answer=0004003121403021&work=&seed=3&gentime=1523644719401&elapsed=72111&size=2","A"
"2018/04/13 2:39:52 PM AST","OS_X-Chrome-5552962779826582","1523644793162","mousedown","div#sn2.sudoku-answer","{""which"":1,""pageX"":678,""pageY"":245}","#puzzle=1300000000030400&answer=0004003121403021&work=&seed=3&gentime=1523644719401&elapsed=72111&size=2","A"
"2018/04/13 2:39:55 PM AST","OS_X-Chrome-5552962779826582","1523644796019","mousedown","div.sudoku-answer.nk4","{""which"":1,""pageX"":380,""pageY"":340}","#puzzle=1300000000030400&answer=0024003121403021&work=&seed=3&gentime=1523644719401&elapsed=73764&size=2","A"
"2018/04/13 2:39:56 PM AST","OS_X-Chrome-5552962779826582","1523644796718","mousedown","div#sn4.sudoku-answer","{""which"":1,""pageX"":564,""pageY"":276}","#puzzle=1300000000030400&answer=0024003121403021&work=&seed=3&gentime=1523644719401&elapsed=73764&size=2","A"
"2018/04/13 2:39:57 PM AST","OS_X-Chrome-5552962779826582","1523644797526","mousedown","div.sudoku-answer.nk2","{""which"":1,""pageX"":364,""pageY"":265}","#puzzle=1300000000030400&answer=0024403121403021&work=&seed=3&gentime=1523644719401&elapsed=77320&size=2","A"
"2018/04/13 2:39:57 PM AST","OS_X-Chrome-5552962779826582","1523644798159","mousedown","div#sn5.sudoku-answer","{""which"":1,""pageX"":604,""pageY"":288}","#puzzle=1300000000030400&answer=0024403121403021&work=&seed=3&gentime=1523644719401&elapsed=77320&size=2","A"
"2018/04/13 2:39:58 PM AST","OS_X-Chrome-5552962779826582","1523644798830","mousedown","input#checkbutton","{""which"":1,""pageX"":600,""pageY"":436}","#puzzle=1300000000030400&answer=0024423121403021&work=&seed=3&gentime=1523644719401&elapsed=78760&size=2","A"
"2018/04/13 2:39:58 PM AST","OS_X-Chrome-5552962779826582","1523644799025","mousedown","input#checkbutton","{""which"":1,""pageX"":600,""pageY"":436}","#puzzle=1300000000030400&answer=0024423121403021&work=&seed=3&gentime=1523644719401&elapsed=78760&size=2","A"
"2018/04/13 2:40:08 PM AST","OS_X-Chrome-5552962779826582","1523644809317","mousedown","div.sudoku-answer.nk1","{""which"":1,""pageX"":382,""pageY"":237}","#puzzle=1300000000030400&answer=0024423121403021&work=&seed=3&gentime=1523644719401&elapsed=78760&size=2","A"
